"POVINN","TYP","JAZYK","TITLE","MEMO","PRAVO"
NFPL175,S,ENG,syllabus,"* 1. Introduction 
Magnetism of solids. Magnetic properties of some magnetic materials. Types of magnetic ordering. 

* 2. Physical basis of magnetism 
Exchange interaction. Mean field. Indirect interaction in metals. Spin waves. 

* 3. Hyperfine interaction 
Electric and magnetic moments of nuclei. Electric and magnetic interaction of nuclei and electrons. Hyperfine interactions in free ions, in metals. Experimental data. Transferred hyperfine fields. 

*  4. NMR 
Elementary description. Nuclei used in NMR of magnetics. Pulsed techniques. NMR spectra and relaxations. Inhomogeneous broadening. Correspondence of spectra and crystal, resp. magnetic structure. Temperature dependences. Quadrupolar effects. Effect of diffusion. 

*  5. Experimental techniques 
FT NMR. Broad band spectrometers. Enhancement in domains and walls. 

* 6. Selected results of NMR in magnetics. 
",ALL
NFPL188,A,ENG,annotation,"The well-known scientists from Czech Republic and other countries will give the lectures concerning the latest 
results in this new developing region of the advanced materials research.
Contents of lectures will be focused on the preparation of nanocrystalline materials (tube, layers, bulk) using 
different methods and their properties (structure, diffusion, thermal properties, mechanical properties, electrical 
conductivity, magnetic properties). Examples of application of nanomaterials will be also given.
Suitable for diploma students in the 2nd and 3rd semester as well as for PhD students.
",ALL
NFPL188,S,CZE,sylabus,"V rámci semináře budou prezentovány prednášky předních zahraničních i českých odborníků na témata nejnovějších výsledků ve výzkumu nových materiálů charakterizovaných nanometrickými rozměry zrn a částic.
Prednášky budou zaměřeny na přípravu nanomateriálů různých rozměrů (lineární, vrstvené, objemové) použitím různých metod, na vlastnosti těchto materiálů (struktura, difúze, tepelné vlastnosti, mechanické vlastnosti, elektrická vodivost, magnetické vlastnosti) a aplikace nanomateriálů v různých oblastech.
Vhodné pro 4. a 5. roč. magisterského studia a posluchače doktorského studia.
",ALL
NFPL188,S,ENG,syllabus,"The well-known scientists from Czech Republic and other countries will give the lectures concerning the latest results in this new developing region of the advanced materials research.
Contents of lectures will be focused on the preparation of nanocrystalline materials (tube, layers, bulk) using different methods and their properties (structure, diffusion, thermal properties, mechanical properties, electrical conductivity, magnetic properties). Examples of application of nanomaterials will be also given.
Suitable for students in the 8th and 9th semester as well as for PhD students.
",ALL
NFPL253,A,CZE,anotace,"Praktické cvičení zahrnující přípravu, provedení a vyhodnocení základních experimentů využívajících RTG rozptylu 
(reflektometrie, prášková difrakce, vysokorozlišující difrakce, měření map reciprokého prostoru).

",ALL
NFPL253,A,ENG,annotation,"Practical exercises involve preparing, carrying out, and interpreting basic x-ray scattering experiments (X-ray 
reflectivity, low-res wide / hi-res reciprocal-space mapping, powder diffraction).

",ALL
NFPL253,S,CZE,sylabus,"Experimentání úlohy, které budou procvičeny:

- měření tloušťky a hustoty tenké vrstvy (reflektometrie)

- určení hustotního profilu dvojvrstvy/multivrstvy (reflektometrie)

- měření tloušťky krystalické tenké vrstvy (vysokorozlišující difrakce)

- měření mřížových parametrů tenké vrstvy (vysokorozlišující difrakce)

- fázová analýza neznámého práškového vzorku a vypřesnění mřǐžových parametrů (prášková difrakce)

- fázová analýza a vypřesnění mřížových parametrů tenké polykrystalické vrstvy (difrakce v paralelním svazku)

- kvalitativní určení textury tenké vrstvy na substrátu (metoda širokých reciprokým map)

- měření textury polykrystlického vzorku (v paralelním svazku)

- měření zbytkového napětí v tenké vrstvě (v paralelním svazku)

Každá experimentální úloha zahrnuje

- příprava vzorku pro daný experiment

- seznámení se s měřicím software pro ovládání přístroje

- volba a konfigurace optiky daného přístroje včetně základní kalibrace

- nastavení vzorku v přístroji

- definování parametrů měření, sběr experimentálních dat

- interpretace dat pomocí dostupného software
",ALL
NFPL253,S,ENG,syllabus,"Experiments to be performed:

- Measurement of thickness and density of thin films (reflectometry)
- Determination of density profile of bilayer/multilayer (reflectometry)
- Measurement of thickness of crystalline thin film (high-resolution diffraction)
- Measurement of lattice parameters of thin film (high-resolution diffraction)
- Phase analysis of unknown powder sample and refinement of lattice parameters (powder diffraction)
- Phase analysis and refinement of lattice parameters of thin polycrystalline layer (parallel beam diffraction)
- Qualitative determination of texture of thin film on substrate (wide reciprocal space mapping method)
- Measurement of texture of polycrystalline sample (in parallel beam)
- Measurement of residual stress in thin film (in parallel beam)
Each experimental task includes
- Sample preparation for the given experiment
- Familiarization with measurement software for instrument control
- Selection and configuration of optics of the instrument including basic calibration
- Sample alignment in the instrument
- Definition of measurement parameters, collection of experimental data
- Interpretation of data using available software
",ALL
NFSV011,A,CZE,anotace,"Základní přednáška z matematiky pro FSV UK - první semestr.

Studenti se seznámí zejména s matematickou analýzou funkcí jedné reálné proměnné. Přednášené metody jsou vhodné pro řešení ekonomických úloh.
",ALL
NFSV011,A,ENG,annotation,"A copy of JEB005. Students become familiar with mathematical analysis of  functions of one variable. The presented methods are convenient for solving problems in economy.",ALL
NFSV011,S,CZE,sylabus,"Tento předmět je totožný s předmětem JEB005.

(Číselné množiny, supremum a infimum, nejmenší a největší prvek. Limita posloupnosti (vlastní, nevlastní), věta o limitě monotónní Posloupnosti. 

Funkce jedné reálné proměnné:  limita funkce, elementární funkce a jejich vlastnosti, derivace, vlastnosti spojitých funkcí, Langrangeova věta o střední hodnotě, extrémy a jejich vyšetřování, konvexita a konkávnost, vyšetření průběhu funkce. 

Úvod do teorie funkcí více proměnných, parciální derivace.) 
",ALL
NFSV011,S,ENG,syllabus,"This course is just a copy of JEB005.
(Sets of numbers, supremum and infimum, minimum and maximum. Limit of sequence (finite and infinite), theorem on limit of monotone sequence. Functions of one variable: limit of function, elementary functions and their properties , derivative, properties of continuous functions, Langrange theorem, finding of extrema, convex and concave functions, investigation of function and construction of its graph. Introduction to theory of functions of several variables, partial derivatives.) 
",ALL
NFUF803,A,CZE,anotace,"V rámci semináře se budou řešit fyzikální úlohy nejrůznější úrovně od středoškolské, včetně úloh FO, po vysokoškolskou. Dále budou podrobněji rozebírány další typové úlohy řešené na cvičeních k předmětu Fyzika I. Předmět tak nabízí možnost zopakovat si a prohloubit znalosti učiva z mechaniky a získat praxi v řešení úloh. Určeno zejména pro 1. r. Bc.",ALL
NFUF803,A,ENG,annotation,"There will be solved physical problems from mechanics on different levels in the seminar. The seminar offers posibility of repeating and improving knowledge of mechanics and become skilful in solving physical problems. ",ALL
NFUF803,S,CZE,sylabus,"Budou řešeny úlohy z tématických celků:
1.	Kinematika hmotného bodu
2.	Dynamika posuvného pohybu hmotného bodu
3.	Dynamika kruhového  pohybu hmotného bodu
4.	Inerciální a neinerciální soustavy souřadnic 
5.	Hybnost, impuls, práce, výkon, energie
6.	Statika tuhého tělesa
7.	Těžiště, hmotný střed, moment setrvačnosti
8.	Dynamika tuhého tělesa
9.	Gravitační pole 
10.	Pružnost, pevnost


",ALL
NFUF803,S,ENG,syllabus,"There will be solved problems from following thematic units:
1.	Kinematics of mass point
2.	Dynamics of advanced motion of mass point
3.	Dynamics of circular motion of mass point
4.	Inertial and noninertial coordinate systems
5.	Momentum, impulse, work, power, energy
6.	Center of mass, moment of inertia
7.	Dynamics of rigid body
8.	Gravitational field
9.	Elasticity, strength
",ALL
NFUF827,A,CZE,anotace,"Seminář zaměřený na možnosti výuky atomové, jaderné a částicové fyziky na středoškolské úrovni (tj. bez 
složitého matematického aparátu) s důrazem na návaznost na pokročilejší teorie. Seminář je určen zejména pro 
studenty fyzikálních studijních oborů zaměřených na vzdělávání. 
",ALL
NFUF827,A,ENG,annotation,"The seminar is aimed at the education possibilities of atomic, nuclear and particle physics at secondary and high 
school level (ie. without advanced mathematics) with an emphasis on connecting with more advanced theory. The 
seminar is designed primarily for students of physics branches and programs focused on education.
",ALL
NFUF827,C,CZE,cíl předmětu,"Cílem předmětu je pomocí vhodných aktivit ukázat studentům možnosti výuky atomové, jaderné a částicové fyziky na středoškolské úrovni a umožnit studentům diskuzi nad rámec středoškolské úrovně, aby získali potřebný nadhled nad probíranými tématy. Během semináře je kladen důraz na aktivní zapojení posluchačů, využití moderní audio-vizuální výpočetní techniky, provádění vhodných demonstračních experimentů, modelování procesů v mikrosvětě apod.
",ALL
NFUF827,C,ENG,aim of subject,"The aim of this course is to show students the opportunity of studying atomic, nuclear and particle physics at high school level by using the appropriate activities and enable students to discuss beyond the secondary level in order to gain the necessary insight of the discussed topics. The active involvement of students, the modern audio-visual equipment, demonstration experiments, modeling of processes in the microworld etc. will be used during the seminar.
",ALL
NFUF827,S,CZE,sylabus,"Podle zájmu studentů mohou být na seminář zařazena např. témata, případně další:
Historie objevování mikrosvěta
Modely atomu a jádra
Vazebná energie jádra
Zákon radioaktivní rozpadu a jeho aplikace (v medicíně, datování, v průmyslu, …)
Ionizující záření a jeho vlastnosti, dozimetrie, ochrana před zářením
Objevování elementárních částic a jejich systematizace
",ALL
NFUF827,S,ENG,syllabus,"According to the students' interest following topics may be covered:
History of discovery of the microworld
Models atoms and nuclei
The binding energy of the nucleus
Law of radioactive decay and its applications (medical, dating, industrial, ...)
Ionizing radiation and its properties, dosimetry, radiation protection
Discovering elementary particles and their systematization
etc.
",ALL
NGEM010,A,CZE,anotace,"Přednáška je úvodem do teorie prostorů s afinní konexí a speciálně do geometrie
Riemannových variet. Pojem afinní konexe umožňuje zobecnit pojmy rovnoběžnosti  a rovnoměrného přímočarého pohybu známé z euklidovské geometrie na případ zakřivených prostorů. Příslušné obecné pojmy jsou pak paralelní přenos vektorů podél křivek a geodetické křivky. Pojem Riemannovy variety zobecňuje pojem plochy v euklidovském prostoru s tím, že je studována pouze tak zvaná vnitřní geometrie příslušného útvaru, kde není třeba uvažovat vložení do některého euklidovského prostoru. Každá Riemannova varieta připouští význačnou afinní konexi, tzv. Riemannovu konexi a odtud se odvozuje většina geometrických vlastností. Celý přístup je v souladu s fyzikálním pohledem na náš vesmír a užité matematické prostředky jsou běžně aplikovány v teoretické fyzice.                                                 

",ALL
